Strain,dnaK_similarity,dnaK_coded,recA_similarity,recA_coded,ITS_similarity,ITS_coded,glnII_similarity,glnII_coded,nifD_similarity,nifD_coded,nodA_similarity,nodA_coded,nodL_similarity,nodL_coded,nodZ_similarity,nodZ_coded,Source,Site,Latitude,Longitude,Host,Rhizobial_lineage,ANI_species
12LoS1_4,11LoS22_4,K3,19AcS397Asp.3.1,R1,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS1_4,L56,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
11LoS19_4,11LoS22_4,K3,19AcS397Asp.3.1,R1,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_2,L57,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS19_5,11LoS22_4,K3,05LoS2_3,R14,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS19_6,11LoS22_4,K3,11LoS21_1,R29,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS19_7,11LoS22_4,K3,11LoS21_1,R29,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS19_8,11LoS22_4,K3,11LoS21_1,R29,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS19_12,11LoS22_4,K3,05LoM26.3,R47,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS19_13,11LoS22_4,K3,11LoS19_13,R49,12LoS1_1,I28,11LoS19_4,G14,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS21_1,11LoS22_4,K3,11LoS21_1,R29,11LoS21_1,I29,13LoS100_1,G13,11LoS21_1,D68,11LoS21_1,A87,12LoS1_4,L56,12LoS1_1,Z36,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS22_1,11LoS22_4,K3,05LoS22_2,R35,12LoS1_1,I28,11LoS19_4,G14,11LoS22_1,D69,11LoS22_1,A88,11LoS22_1,L58,11LoS22_1,Z38,Hollowell,San Dimas Canyon,34.1344,-117.778867,A. strigosus,Bradyrhizobium,
19AcARN300.1.1,11LoS22_4,K3,19AcARN300.1.1,R50,12LoS1_1,I28,11LoS19_4,G14,19AcGLB197.1.1,D70,12LoS21_4,A89,19AcARN300.1.1,L59,19AcD280.1.1,Z39,Genomes,Santa Cruz Island,33.99979,-119.71513,A. argophyllus var. niveus,Bradyrhizobium,31
13LoS100_1,11LoS22_4,K3,19AcARN300.1.1,R50,11LoS22_4,I27,13LoS100_1,G13,13LoS100_1,D71,13LoS100_1,A90,13LoS100_1,L60,13LoS100_1,Z40,Genomes,Whitewater Preserve,33.97972,-116.6547,A. strigosus,Bradyrhizobium,31
19AcD281.3.1,11LoS22_4,K3,19AcARN300.1.1,R50,12LoS1_1,I28,11LoS19_4,G14,19AcD281.3.1,D72,19AcD281.3.1,A91,19AcD281.3.1,L61,19AcD281.3.1,Z41,Genomes,Santa Cruz Island,34.01447,-119.69021,A. dendroideus var. dendroideus,Bradyrhizobium,31
19AcD266.2.1,11LoS22_4,K3,19AcARN300.1.1,R50,12LoS1_1,I28,11LoS19_4,G14,19AcD266.2.1,D73,12LoS6_1,A92,19AcD266.2.1,L62,19AcD266.2.1,Z42,Genomes,Santa Cruz Island,34.01141,-119.68967,A. dendroideus var. dendroideus,Bradyrhizobium,31
11LoS22_5,11LoS22_5,K4,05LoS2_3,R14,12LoS8_1,I30,19AcS295.3.1,G16,12LoS8_1,D29,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.1344,-117.778867,A. strigosus,Bradyrhizobium,
11LoS6_1,11LoS22_5,K4,19AcS397Asp.3.1,R1,12LoS8_1,I30,11LoS10_1,G17,12LoS8_1,D29,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Reservoir,34.163833,-117.76915,A. strigosus,Bradyrhizobium,
11LoS10_1,11LoS22_5,K4,11LoS34_2,R10,12LoS8_1,I30,11LoS10_1,G17,12LoS8_1,D29,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Reservoir,34.163817,-117.769083,A. strigosus,Bradyrhizobium,
12LoS8_1,11LoS22_5,K4,11LoS34_2,R10,12LoS8_1,I30,11LoS10_1,G17,12LoS8_1,D29,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.13436,-117.77886,A. strigosus,Bradyrhizobium,
11LoS23_2,11LoS23_2,K5,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS17_8,G2,19AcARN282.3.1,D9,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.1344,-117.778867,A. strigosus,Bradyrhizobium,
11LoS23_4,11LoS23_4,K6,05LoS7_9,R3,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS17_1,A93,19AcGR302.5.1,L63,11LoS17_1,Z43,Hollowell,San Dimas Canyon,34.1344,-117.778867,A. strigosus,Bradyrhizobium,
11LoS25_1,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.1344,-117.778867,A. strigosus,Bradyrhizobium,
11LoS27_2,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS27_2,I32,11LoS11_2,G18,11LoS27_2,D75,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS29_1,Z44,Hollowell,Robert J. Bernard Biological Field Station,34.11055,-117.708983,A. strigosus,Bradyrhizobium,
11LoS17_1,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS15_2,D25,11LoS15_1,A24,05LoS20_8,L8,11LoS17_1,Z43,Hollowell,Robert J. Bernard Biological Field Station,34.110517,-117.70845,A. strigosus,Bradyrhizobium,
19AcD306.1.1,11LoS23_4,K6,19AcD306.1.1,R51,19AcD306.1.1,I33,11LoS11_2,G18,12LoS3_2,D74,11LoS11_2,A95,19AcGR302.5.1,L63,11LoS11_2,Z45,Genomes,Santa Cruz Island,34.00406,-119.70664,A. dendroideus var. dendroideus,Bradyrhizobium,14
19AcGR302.2.1,11LoS23_4,K6,19AcGR302.2.1,R52,19AcGR302.2.1,I34,11LoS11_2,G18,19AcGR302.5.1,D76,19AcGR302.5.1,A96,19AcGR302.5.1,L63,19AcGR302.5.1,Z46,Genomes,Santa Cruz Island,34.00017,-119.7149,A. grandiflorus var. grandiflorus,Bradyrhizobium,14
19AcARN300.3.1,11LoS23_4,K6,19AcD306.1.1,R51,19AcD306.1.1,I33,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS11_2,Z45,Genomes,Santa Cruz Island,33.99979,-119.71513,A. argophyllus var. niveus,Bradyrhizobium,14
19AcGR302.3.1,11LoS23_4,K6,19AcGR302.3.1,R53,19AcD306.1.1,I33,11LoS11_2,G18,19AcGR302.3.1,D77,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS11_2,Z45,Genomes,Santa Cruz Island,34.00017,-119.7149,A. grandiflorus var. grandiflorus,Bradyrhizobium,14
11LoS14_3,11LoS23_4,K6,11LoS14_3,R54,11LoS27_2,I32,11LoS11_2,G18,11LoS29_1,D78,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS14_3,Z47,Hollowell,Robert J. Bernard Biological Field Station,34.11055,-117.708983,A. strigosus,Bradyrhizobium,
11LoS29_1,11LoS23_4,K6,19AcGR302.2.1,R52,11LoS27_2,I32,11LoS11_2,G18,11LoS29_1,D78,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS29_1,Z44,Hollowell,Robert J. Bernard Biological Field Station,34.11055,-117.708983,A. strigosus,Bradyrhizobium,
19AcARN305.1.1,11LoS23_4,K6,19AcD306.1.1,R51,19AcARN305.1.1,I35,11LoS11_2,G18,19AcARN305.1.1,D79,12LoS16_1,A94,19AcARN305.1.1,L64,11LoS11_2,Z45,Genomes,Santa Cruz Island,34.00406,-119.70664,A. argophyllus var. niveus,Bradyrhizobium,14
19AcGR302.5.1,11LoS23_4,K6,19AcGR302.2.1,R52,19AcGR302.2.1,I34,11LoS11_2,G18,19AcGR302.5.1,D76,19AcGR302.5.1,A96,19AcGR302.5.1,L63,19AcGR302.5.1,Z46,Genomes,Santa Cruz Island,34.00017,-119.7149,A. grandiflorus var. grandiflorus,Bradyrhizobium,14
19AcARN305.2.1,11LoS23_4,K6,19AcARN305.2.1,R55,19AcGR302.2.1,I34,11LoS11_2,G18,19AcARN305.2.1,D80,19AcARN305.2.1,A97,19AcGR302.5.1,L63,19AcARN305.2.1,Z48,Genomes,Santa Cruz Island,34.00406,-119.70664,A. argophyllus var. niveus,Bradyrhizobium,14
12LoS3_2,11LoS23_4,K6,05LoS13_4,R2,12LoS3_2,I36,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS3_3,11LoS23_4,K6,12LoS3_3,R56,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS3_7,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS3_5,A98,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS3_9,11LoS23_4,K6,11LoS34_2,R10,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS4_3,11LoS23_4,K6,11LoS21_1,R29,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS4_4,11LoS23_4,K6,11LoS21_1,R29,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS4_5,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS4_6,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS3_2,Z49,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS16_1,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS11_2,Z45,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
12LoS16_2,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS16_1,A94,19AcGR302.5.1,L63,11LoS11_2,Z45,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
12LoS16_5,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS25_1,I31,11LoS11_2,G18,12LoS16_5,D81,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS16_5,Z50,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
12LoS16_6,11LoS23_4,K6,19AcS397Asp.3.1,R1,12LoS16_6,I37,11LoS11_2,G18,12LoS16_6,D82,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS16_6,Z51,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
12LoS17_1,11LoS23_4,K6,05LoS2_3,R14,11LoS27_2,I32,11LoS11_2,G18,12LoS17_1,D83,12LoS17_1,A93,19AcGR302.5.1,L63,11LoS17_1,Z43,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
12LoS17_2,11LoS23_4,K6,19AcS397Asp.3.1,R1,11LoS27_2,I32,11LoS11_2,G18,12LoS17_2,D84,12LoS16_1,A94,19AcGR302.5.1,L63,12LoS17_2,Z52,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
12LoS17_3,11LoS23_4,K6,12LoS17_3,R57,11LoS25_1,I31,11LoS11_2,G18,12LoS3_2,D74,12LoS17_3,A99,19AcGR302.5.1,L63,11LoS11_2,Z45,Hollowell,Robert J. Bernard Biological Field Station,34.11039,-117.70799,A. strigosus,Bradyrhizobium,
11LoS31_3,11LoS31_3,K7,05LoS22_13,R9,11LoS31_3,I7,11LoS33_4,G19,19AcGLB197.1.1,D70,12LoS21_4,A89,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,Anza Borrego State Park - Palm Canyon,33.2713,-116.4194,A. strigosus,Bradyrhizobium,
11LoS32_2,11LoS31_3,K7,05LoS22_13,R9,11LoS33_2,I38,09LoS36_4,G20,11LoS32_2,D85,11LoS32_2,A100,19AcD281.3.1,L61,19AcD280.1.1,Z39,Hollowell,Anza Borrego State Park - Palm Canyon,33.2713,-116.4194,A. strigosus,Bradyrhizobium,
11LoS32_3,11LoS31_3,K7,05LoS22_13,R9,11LoS33_2,I38,11LoS33_4,G19,19AcD280.1.1,D86,12LoS21_4,A89,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,Anza Borrego State Park - Palm Canyon,33.2713,-116.4194,A. strigosus,Bradyrhizobium,
11LoS33_2,11LoS31_3,K7,05LoS2_3,R14,11LoS33_2,I38,09LoS36_4,G20,19AcD280.1.1,D86,12LoS21_13,A101,13LoS14_2,L65,11LoS33_2,Z53,Hollowell,Burns Pion Ridge Reserve,34.15315,-116.475117,A. strigosus,Bradyrhizobium,
11LoS33_3,11LoS31_3,K7,19AcS397Asp.3.1,R1,11LoS33_2,I38,09LoS36_4,G20,CW17,D87,12LoS21_4,A89,CW17,L66,CW17,Z54,Hollowell,Burns Pion Ridge Reserve,34.15315,-116.475117,A. strigosus,Bradyrhizobium,
11LoS34_1,11LoS31_3,K7,19AcS397Asp.3.1,R1,11LoS33_2,I38,09LoS36_4,G20,CW17,D87,12LoS21_4,A89,CW17,L66,CW17,Z54,Hollowell,Burns Pion Ridge Reserve,34.15315,-116.475117,A. strigosus,Bradyrhizobium,
09LoS36_4,11LoS31_3,K7,09LoS36_4,R58,11LoS33_2,I38,09LoS36_4,G20,09LoS36_4,D88,19AcD280.1.1,A37,09LoS36_4,L67,19AcD280.1.1,Z39,Hollowell,UC Riverside Hills,33.965933,-117.323,A. strigosus,Bradyrhizobium,
19AcARN282.1.1,11LoS31_3,K7,19AcARN282.1.1,R59,13LoS14_2,I39,09LoS36_4,G20,19AcS308.1.1,D89,19AcARN282.1.1,A102,19AcARN282.1.1,L68,19AcARN282.1.1,Z55,Genomes,Santa Cruz Island,34.01447,-119.69021,A. argophyllus var. niveus,Bradyrhizobium,49
13LoS14_2,11LoS31_3,K7,09LoS36_4,R58,13LoS14_2,I39,09LoS36_4,G20,19AcD280.1.1,D86,12LoS21_14,A103,13LoS14_2,L65,13LoS14_2,Z56,Genomes,Griffith Park,34.12197,-118.309,A. strigosus,Bradyrhizobium,49
19AcD281.1.1,11LoS31_3,K7,09LoS36_4,R58,13LoS14_2,I39,09LoS36_4,G20,19AcGLB197.1.1,D70,19AcD281.2.1,A104,19AcGLB197.1.1,L69,19AcD281.2.1,Z57,Genomes,Santa Cruz Island,34.01447,-119.69021,A. dendroideus var. dendroideus,Bradyrhizobium,49
19AcS308.1.1,11LoS31_3,K7,19AcARN282.1.1,R59,13LoS14_2,I39,09LoS36_4,G20,19AcS308.1.1,D89,19AcS308.1.1,A105,19AcS308.1.1,L70,CW17,Z54,Genomes,Santa Cruz Island,34.00555,-119.70445,A. strigosus,Bradyrhizobium,49
19AcD298.3.1,11LoS31_3,K7,19AcARN282.1.1,R59,13LoS14_2,I39,09LoS36_4,G20,19AcS308.1.1,D89,19AcD298.3.1,A106,19AcD298.3.1,L71,19AcGLB197.1.1,Z58,Genomes,Santa Cruz Island,33.99982,-119.71511,A. dendroideus var. dendroideus,Bradyrhizobium,49
19AcD280.1.1,11LoS31_3,K7,09LoS36_4,R58,13LoS14_2,I39,09LoS36_4,G20,19AcD280.1.1,D86,19AcD280.1.1,A37,19AcD280.1.1,L72,19AcD280.1.1,Z39,Genomes,Santa Cruz Island,34.01447,-119.69021,A. dendroideus var. dendroideus,Bradyrhizobium,49
11LoS33_1,11LoS31_3,K7,19AcARN282.1.1,R59,11LoS33_2,I38,09LoS36_4,G20,CW17,D87,12LoS21_4,A89,CW17,L66,CW17,Z54,Hollowell,Burns Pion Ridge Reserve,34.15315,-116.475117,A. strigosus,Bradyrhizobium,
CW12,11LoS31_3,K7,19AcARN282.1.1,R59,13LoS14_2,I39,09LoS36_4,G20,CW17,D87,12LoS21_4,A89,CW17,L66,CW17,Z54,Genomes,Robert J. Bernard Biological Field Station,34.11055,-117.708983,A. strigosus,Bradyrhizobium,49
11LoS33_4,11LoS31_3,K7,09LoS36_4,R58,11LoS33_2,I38,11LoS33_4,G19,19AcD280.1.1,D86,19AcD281.3.1,A91,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,Burns Pion Ridge Reserve,34.15315,-116.475117,A. strigosus,Bradyrhizobium,
19AcGLB197.1.1,11LoS31_3,K7,09LoS36_4,R58,13LoS14_2,I39,09LoS36_4,G20,19AcGLB197.1.1,D70,19AcGLB197.1.1,A107,19AcGLB197.1.1,L69,19AcGLB197.1.1,Z58,Genomes,Big Creek Reserve,36.05393,-121.54078,A. glaber,Bradyrhizobium,49
11LoS31_1,11LoS31_3,K7,09LoS36_4,R58,11LoS31_3,I7,11LoS33_4,G19,19AcD280.1.1,D86,12LoS21_4,A89,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,Anza Borrego State Park - Palm Canyon,33.2713,-116.4194,A. strigosus,Bradyrhizobium,
19AcD298.1.1,11LoS31_3,K7,19AcARN282.1.1,R59,13LoS14_2,I39,09LoS36_4,G20,19AcS308.1.1,D89,19AcD298.3.1,A106,19AcD298.3.1,L71,19AcGLB197.1.1,Z58,Genomes,Santa Cruz Island,33.99982,-119.71511,A. dendroideus var. dendroideus,Bradyrhizobium,49
19AcGLB196.1.1,11LoS31_3,K7,09LoS36_4,R58,13LoS14_2,I39,09LoS36_4,G20,19AcGLB196.1.1,D90,19AcGLB197.1.1,A107,19AcGLB196.1.1,L73,CW17,Z54,Genomes,Big Creek Reserve,36.05393,-121.54075,A. glaber,Bradyrhizobium,49
19AcD298.2.1,11LoS31_3,K7,19AcARN282.1.1,R59,13LoS14_2,I39,09LoS36_4,G20,19AcS308.1.1,D89,19AcD298.3.1,A106,19AcD298.3.1,L71,19AcGLB197.1.1,Z58,Genomes,Santa Cruz Island,33.99982,-119.71511,A. dendroideus var. dendroideus,Bradyrhizobium,49
11LoS33_5,11LoS31_3,K7,19AcARN282.1.1,R59,11LoS34_4,I5,09LoS36_4,G20,19AcD280.1.1,D86,12LoS21_13,A101,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,Burns Pion Ridge Reserve,34.15315,-116.475117,A. strigosus,Bradyrhizobium,
19AcGLB10.2.1,11LoS31_3,K7,19AcARN282.1.1,R59,13LoS14_2,I39,09LoS36_4,G20,19AcGLB197.1.1,D70,19AcGLB10.2.1,A108,19AcGLB197.1.1,L69,19AcGLB197.1.1,Z58,Genomes,Griffith Park,34.12199,-118.30886,A. glaber,Bradyrhizobium,49
19AcD281.2.1,11LoS31_3,K7,19AcARN282.1.1,R59,19AcD281.2.1,I40,09LoS36_4,G20,19AcGLB197.1.1,D70,19AcD281.2.1,A104,19AcGLB197.1.1,L69,19AcD281.2.1,Z57,Genomes,Santa Cruz Island,34.01447,-119.69021,A. dendroideus var. dendroideus,Bradyrhizobium,49
CW17,11LoS31_3,K7,19AcARN282.1.1,R59,13LoS14_2,I39,09LoS36_4,G20,CW17,D87,12LoS21_4,A89,CW17,L66,CW17,Z54,Genomes,Burns Pion Ridge Reserve,34.15315,-116.475117,A. strigosus,Bradyrhizobium,49
11LoS31_4,11LoS31_4,K8,11LoS31_4,R60,11LoS31_4,I41,11LoS31_2,G21,19AcGLB197.1.1,D70,19AcS308.1.1,A105,11LoS31_2,L74,CW17,Z54,Hollowell,Anza Borrego State Park - Palm Canyon,33.2713,-116.4194,A. strigosus,Bradyrhizobium,
13LoS58_2,11LoS31_4,K8,13LoS58_2,R61,13LoS58_2,I42,13LoS58_2,G22,19AcD280.1.1,D86,13LoS58_2,A109,13LoS58_2,L75,13LoS58_2,Z59,Genomes,UC Riverside Hills,33.965933,-117.323,A. strigosus,Bradyrhizobium,49
12LoS21_12,11LoS31_4,K8,12LoS21_12,R62,13LoS58_2,I42,13LoS58_2,G22,12LoS21_12,D91,12LoS21_12,A110,19AcGLB197.1.1,L69,12LoS21_12,Z60,Hollowell,Anza Borrego State Park - Road,32.99015,-116.4447,A. strigosus,Bradyrhizobium,
11LoS31_2,11LoS31_4,K8,11LoS31_4,R60,11LoS31_4,I41,11LoS31_2,G21,19AcGLB197.1.1,D70,19AcS308.1.1,A105,11LoS31_2,L74,CW17,Z54,Hollowell,Anza Borrego State Park - Palm Canyon,33.2713,-116.4194,A. strigosus,Bradyrhizobium,
11LoS31_5,11LoS31_5,K9,11LoS31_5,R63,11LoS31_5,I43,11LoS31_5,G23,11LoS31_5,D92,11LoS31_5,A111,11LoS31_5,L76,11LoS31_5,Z61,Hollowell,Anza Borrego State Park - Palm Canyon,33.2713,-116.4194,A. strigosus,Bradyrhizobium,
11LoS31_6,11LoS31_6,K10,05LoS22_13,R9,11LoS31_6,I44,11LoS22_2,G24,19AcD280.1.1,D86,12LoS21_4,A89,19AcD281.3.1,L61,12LoS7_1,Z62,Hollowell,Anza Borrego State Park - Palm Canyon,33.2713,-116.4194,A. strigosus,Bradyrhizobium,
12LoS1_3,11LoS31_6,K10,11LoS24_1,R6,12LoS1_3,I45,11LoS22_2,G24,CW17,D87,12LoS21_4,A89,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
11LoS22_2,11LoS31_6,K10,11LoS22_2,R38,12LoS1_3,I45,11LoS22_2,G24,19AcGLB197.1.1,D70,11LoS22_2,A112,13LoS14_2,L65,19AcD280.1.1,Z39,Hollowell,San Dimas Canyon,34.1344,-117.778867,A. strigosus,Bradyrhizobium,
11LoS34_10,11LoS34_10,K11,11LoS34_2,R10,11LoS34_4,I5,11LoS6_3,G1,11LoS34_6,D31,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,Burns Pion Ridge Reserve,34.15315,-116.475117,A. strigosus,Bradyrhizobium,
05LoS20_4,11LoS34_10,K11,05LoS16_2,R23,05LoS7_3,I6,11LoS6_3,G1,23,D16,05LoS16_9,A14,05LoS16_8,L1,05LoS20_4,Z26,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS22_4,11LoS34_10,K11,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_1,A28,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS23_6,11LoS34_10,K11,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS23_7,11LoS34_10,K11,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
12LoS4_1,11LoS34_10,K11,19AcS397Asp.3.1,R1,12LoS4_1,I46,11LoS6_3,G1,11LoS34_5,D8,12LoS4_1,A113,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS5_2,11LoS34_10,K11,11LoS34_2,R10,12LoS5_2,I47,11LoS6_3,G1,12LoS5_2,D4,12LoS5_2,A114,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.13436,-117.77886,A. strigosus,Bradyrhizobium,
12LoS5_3,11LoS34_10,K11,11LoS34_2,R10,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.13436,-117.77886,A. strigosus,Bradyrhizobium,
12LoS10_1,11LoS34_10,K11,11LoS21_1,R29,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,12LoS10_1,A79,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS2_1,12LoS2_1,K12,11LoS28_7,R8,12LoS2_1,I48,12LoS2_1,G25,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS3_1,12LoS2_1,K12,11LoS28_7,R8,12LoS3_1,I49,13LoS15_1,G26,12LoS1_4,D65,11LoS19_4,A86,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
