Strain,X,dnaK_similarity,dnaK_coded,recA_similarity,recA_coded,ITS_similarity,ITS_coded,glnII_similarity,glnII_coded,nifD_similarity,nifD_coded,nodA_similarity,nodA_coded,nodL_similarity,nodL_coded,nodZ_similarity,nodZ_coded,Source,Site,Latitude,Longitude,Host,Rhizobial_lineage,ANI_species,CHR_haplotype,SYM_haplotype,Genome_haplotype,CHR.clade
05LoS22_2,214,19AcHe316.1.1,K1,05LoS22_2,R35,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_1,A28,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R35_I1_G1,D8_A28_L17_Z3,K1_R35_I1_G1_D8_A28_L17_Z3,B. canariense
05LoS22_4,366,11LoS34_10,K11,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_1,A28,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K11_R1_I1_G1,D8_A28_L17_Z3,K11_R1_I1_G1_D8_A28_L17_Z3,B. canariense
05LoS22_5,215,19AcHe316.1.1,K1,05LoS22_5,R36,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS16_19,L17,19AcS142.2.1,Z6,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R36_I1_G1,D20_A19_L17_Z6,K1_R36_I1_G1_D20_A19_L17_Z6,B. canariense
05LoS22_6,216,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D20_A19_L4_Z1,K1_R1_I1_G1_D20_A19_L4_Z1,B. canariense
05LoS22_8,217,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,05LoS22_8,G5,11LoS34_5,D8,05LoS21_1,A28,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G5,D8_A28_L17_Z3,K1_R1_I1_G5_D8_A28_L17_Z3,B. canariense
05LoS22_9,218,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,05LoS22_8,G5,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G5,D20_A19_L4_Z1,K1_R1_I1_G5_D20_A19_L4_Z1,B. canariense
05LoS23_10,42,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,05LoS23_10,G3,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G3,D20_A19_L4_Z1,K1_R1_I1_G3_D20_A19_L4_Z1,B. canariense
05LoS23_11,44,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_1,A28,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D8_A28_L17_Z3,K1_R1_I1_G1_D8_A28_L17_Z3,B. canariense
05LoS23_12,226,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D8_A19_L4_Z1,K1_R1_I1_G1_D8_A19_L4_Z1,B. canariense
05LoS23_2,221,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D20_A19_L4_Z3,K1_R1_I1_G1_D20_A19_L4_Z3,B. canariense
05LoS23_3,222,19AcHe316.1.1,K1,05LoS22_1,R34,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS17_9,Z24,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R34_I1_G1,D20_A19_L4_Z24,K1_R34_I1_G1_D20_A19_L4_Z24,B. canariense
05LoS23_5,223,19AcHe316.1.1,K1,05LoS23_5,R37,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R37_I1_G1,D20_A19_L4_Z1,K1_R37_I1_G1_D20_A19_L4_Z1,B. canariense
05LoS23_6,367,11LoS34_10,K11,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K11_R1_I1_G1,D20_A19_L4_Z1,K11_R1_I1_G1_D20_A19_L4_Z1,B. canariense
05LoS23_7,368,11LoS34_10,K11,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K11_R1_I1_G1,D20_A19_L4_Z1,K11_R1_I1_G1_D20_A19_L4_Z1,B. canariense
05LoS23_8,224,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D20_A19_L4_Z1,K1_R1_I1_G1_D20_A19_L4_Z1,B. canariense
05LoS23_9,225,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D20_A19_L4_Z1,K1_R1_I1_G1_D20_A19_L4_Z1,B. canariense
05LoS23R7_12,27,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Genomes,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,24,K1_R1_I1_G1,D20_A19_L4_Z1,K1_R1_I1_G1_D20_A19_L4_Z1,B. canariense
05LoS24_1,388,05LoS8_1,K18,05LoS24_1,R66,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R66_I1_G1,D16_A21_L80_Z3,K18_R66_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS24_2,389,05LoS8_1,K18,05LoS24_2,R67,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R67_I1_G1,D16_A21_L80_Z3,K18_R67_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS24_3,390,05LoS8_1,K18,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R1_I1_G1,D16_A21_L80_Z3,K18_R1_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS24_5,227,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,19AcS398Asp.1.1,A2,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D8_A2_L1_Z3,K1_R1_I1_G1_D8_A2_L1_Z3,B. canariense
05LoS24_6,391,05LoS8_1,K18,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R1_I1_G1,D16_A21_L80_Z3,K18_R1_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS25_1,392,05LoS8_1,K18,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R1_I1_G1,D16_A21_L80_Z3,K18_R1_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS25_10,398,05LoS8_1,K18,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R1_I1_G1,D16_A21_L80_Z3,K18_R1_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS25_3,393,05LoS8_1,K18,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R1_I1_G1,D16_A21_L80_Z3,K18_R1_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS25_5,394,05LoS8_1,K18,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R1_I1_G1,D16_A21_L80_Z3,K18_R1_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS25_7,395,05LoS8_1,K18,05LoS25_7,R26,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R26_I1_G1,D16_A21_L80_Z3,K18_R26_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS25_8,396,05LoS8_1,K18,05LoS25_7,R26,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R26_I1_G1,D16_A21_L80_Z3,K18_R26_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS25_9,397,05LoS8_1,K18,05LoS25_9,R68,11LoS24_1,I1,11LoS6_3,G1,23,D16,19AcARN282.3.1,A21,05LoS24_1,L80,11LoS6_3,Z3,Hollowell,BMR,38.319444,-123.062222,A. strigosus,Bradyrhizobium,NA,K18_R68_I1_G1,D16_A21_L80_Z3,K18_R68_I1_G1_D16_A21_L80_Z3,B. canariense
05LoS3_1,22,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,05LoS16_7,D17,05LoS16_10,A15,05LoS16_7,L11,05LoS3_1,Z8,Hollowell,BMR,38.3193,-123.063733,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D17_A15_L11_Z8,K1_R1_I1_G1_D17_A15_L11_Z8,B. canariense
05LoS3_3,462,05LoS3_3,K37,05LoS3_3,R4,05LoS3_3,I70,05LoS3_4,G42,12LoS5_2,D4,05LoS3_4,A130,38B,L95,38B,Z75,Hollowell,BMR,38.3193,-123.063733,A. strigosus,Bradyrhizobium,NA,K37_R4_I70_G42,D4_A130_L95_Z75,K37_R4_I70_G42_D4_A130_L95_Z75,B. retamae
05LoS3_4,463,05LoS3_3,K37,05LoS3_4,R85,05LoS3_3,I70,05LoS3_4,G42,12LoS5_2,D4,05LoS3_4,A130,38B,L95,38B,Z75,Hollowell,BMR,38.3193,-123.063733,A. strigosus,Bradyrhizobium,NA,K37_R85_I70_G42,D4_A130_L95_Z75,K37_R85_I70_G42_D4_A130_L95_Z75,B. retamae
05LoS4_2,206,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS34_5,D8,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,BMR,38.3193,-123.063733,A. strigosus,Bradyrhizobium,NA,K1_R1_I5_G1,D8_A9_L7_Z1,K1_R1_I5_G1_D8_A9_L7_Z1,B. canariense
05LoS4_3,207,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS34_5,D8,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,BMR,38.3193,-123.063733,A. strigosus,Bradyrhizobium,NA,K1_R1_I5_G1,D8_A9_L7_Z1,K1_R1_I5_G1_D8_A9_L7_Z1,B. canariense
05LoS7_3,208,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,05LoS7_3,I6,11LoS6_3,G1,23,D16,05LoS16_9,A14,05LoS16_8,L1,19AcS142.2.1,Z6,Hollowell,BMR,38.3193,-123.063667,A. strigosus,Bradyrhizobium,NA,K1_R1_I6_G1,D16_A14_L1_Z6,K1_R1_I6_G1_D16_A14_L1_Z6,B. canariense
05LoS7_4,209,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,05LoS7_3,I6,11LoS6_3,G1,23,D16,05LoS16_9,A14,05LoS16_8,L1,05LoS20_4,Z26,Hollowell,BMR,38.3193,-123.063667,A. strigosus,Bradyrhizobium,NA,K1_R1_I6_G1,D16_A14_L1_Z26,K1_R1_I6_G1_D16_A14_L1_Z26,B. canariense
05LoS7_9,109,19AcHe316.1.1,K1,05LoS7_9,R3,05LoS7_3,I6,11LoS6_3,G1,23,D16,05LoS16_9,A14,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,BMR,38.3193,-123.063667,A. strigosus,Bradyrhizobium,NA,K1_R3_I6_G1,D16_A14_L1_Z1,K1_R3_I6_G1_D16_A14_L1_Z1,B. canariense
05LoS8_1,383,05LoS8_1,K18,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,05LoS1_8,D98,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,BMR,38.3193,-123.063667,A. strigosus,Bradyrhizobium,NA,K18_R1_I1_G1,D98_A1_L1_Z1,K18_R1_I1_G1_D98_A1_L1_Z1,B. canariense
05LoS8_14,9,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,19AcS398Asp.1.1,A2,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,BMR,38.3193,-123.063667,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D8_A2_L1_Z3,K1_R1_I1_G1_D8_A2_L1_Z3,B. canariense
05LoS8_7,110,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS8_7,A47,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,BMR,38.3193,-123.063667,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D8_A47_L1_Z1,K1_R1_I1_G1_D8_A47_L1_Z1,B. canariense
09LoS35_1,244,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,09LoS35_2,D32,19AcS307.1.1,A23,19AcARN268.1.1,L3,09LoS35_2,Z13,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D32_A23_L3_Z13,K1_R1_I1_G1_D32_A23_L3_Z13,B. canariense
09LoS35_2,228,19AcHe316.1.1,K1,11LoS22_2,R38,11LoS24_1,I1,11LoS6_3,G1,09LoS35_2,D32,19AcS307.1.1,A23,09LoS35_2,L45,09LoS35_2,Z13,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K1_R38_I1_G1,D32_A23_L45_Z13,K1_R38_I1_G1_D32_A23_L45_Z13,B. canariense
09LoS35_3,229,19AcHe316.1.1,K1,09LoS35_3,R17,11LoS24_1,I1,11LoS6_3,G1,09LoS35_2,D32,19AcS307.1.1,A23,19AcARN268.1.1,L3,09LoS35_2,Z13,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K1_R17_I1_G1,D32_A23_L3_Z13,K1_R17_I1_G1_D32_A23_L3_Z13,B. canariense
09LoS35_4,230,19AcHe316.1.1,K1,05LoS25_7,R26,09LoS35_4,I19,11LoS6_3,G1,09LoS35_2,D32,09LoS35_4,A70,19AcARN268.1.1,L3,09LoS35_2,Z13,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K1_R26_I19_G1,D32_A70_L3_Z13,K1_R26_I19_G1_D32_A70_L3_Z13,B. canariense
09LoS35_5,231,19AcHe316.1.1,K1,09LoS35_3,R17,11LoS24_1,I1,11LoS6_3,G1,12LoS15_2,D12,09LoS35_5,A71,CW11,L20,09LoS35_5,Z28,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K1_R17_I1_G1,D12_A71_L20_Z28,K1_R17_I1_G1_D12_A71_L20_Z28,B. canariense
09LoS35_6,232,19AcHe316.1.1,K1,09LoS35_6,R39,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,09LoS35_6,A72,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K1_R39_I1_G1,D3_A72_L1_Z1,K1_R39_I1_G1_D3_A72_L1_Z1,B. canariense
09LoS36_1,177,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K1_R2_I1_G1,D8_A9_L1_Z1,K1_R2_I1_G1_D8_A9_L1_Z1,B. canariense
09LoS36_2,233,19AcHe316.1.1,K1,05LoS13_4,R2,09LoS36_2,I20,11LoS6_3,G1,09LoS36_2,D21,19AcGLB10.1.1,A1,05LoS16_8,L1,09LoS35_5,Z28,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K1_R2_I20_G1,D21_A1_L1_Z28,K1_R2_I20_G1_D21_A1_L1_Z28,B. canariense
09LoS36_3,24,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,19AcS398Asp.1.1,A2,05LoS16_8,L1,11LoS30_2,Z9,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D3_A2_L1_Z9,K1_R1_I1_G1_D3_A2_L1_Z9,B. canariense
09LoS36_4,337,11LoS31_3,K7,09LoS36_4,R58,11LoS33_2,I38,09LoS36_4,G20,09LoS36_4,D88,19AcD280.1.1,A37,09LoS36_4,L67,19AcD280.1.1,Z39,Hollowell,UCR,33.965933,-117.323,A. strigosus,Bradyrhizobium,NA,K7_R58_I38_G20,D88_A37_L67_Z39,K7_R58_I38_G20_D88_A37_L67_Z39,B. sp. novel I
09LoS37_1,234,19AcHe316.1.1,K1,09LoS37_1,R40,11LoS19_10,I9,11LoS6_3,G1,11LoS34_5,D8,19AcD280.1.1,A37,CW11,L20,11LoS7_2,Z1,Hollowell,UCR,33.96585,-117.32295,A. strigosus,Bradyrhizobium,NA,K1_R40_I9_G1,D8_A37_L20_Z1,K1_R40_I9_G1_D8_A37_L20_Z1,B. canariense
09LoS37_2,235,19AcHe316.1.1,K1,05LoS2_3,R14,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,09LoS37_2,A73,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,UCR,33.96585,-117.32295,A. strigosus,Bradyrhizobium,NA,K1_R14_I1_G1,D3_A73_L1_Z1,K1_R14_I1_G1_D3_A73_L1_Z1,B. canariense
09LoS38_1,71,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,09LoS38_1,A33,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,UCR,33.96585,-117.32295,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D3_A33_L1_Z1,K1_R1_I1_G1_D3_A33_L1_Z1,B. canariense
09LoS38_2,72,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,09LoS38_2,A34,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,UCR,33.96585,-117.32295,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D3_A34_L1_Z1,K1_R1_I1_G1_D3_A34_L1_Z1,B. canariense
09LoS38_3,73,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,09LoS38_1,A33,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,UCR,33.96585,-117.32295,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D3_A33_L1_Z1,K1_R1_I1_G1_D3_A33_L1_Z1,B. canariense
09LoS39_1,74,19AcHe316.1.1,K1,09LoS39_1,R12,11LoS24_1,I1,11LoS6_3,G1,12LoS15_2,D12,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,UCR,33.96585,-117.32295,A. strigosus,Bradyrhizobium,NA,K1_R12_I1_G1,D12_A1_L1_Z1,K1_R12_I1_G1_D12_A1_L1_Z1,B. canariense
09LoS39_2,75,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,09LoS35_2,D32,09LoS38_1,A33,19AcARN268.1.1,L3,09LoS35_2,Z13,Hollowell,UCR,33.96585,-117.32295,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D32_A33_L3_Z13,K1_R1_I1_G1_D32_A33_L3_Z13,B. canariense
09LoS40_1,76,19AcHe316.1.1,K1,09LoS40_1,R13,11LoS24_1,I1,11LoS6_3,G1,09LoS40_1,D33,19AcS307.1.1,A23,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R13_I1_G1,D33_A23_L1_Z1,K1_R13_I1_G1_D33_A23_L1_Z1,B. canariense
09LoS40_10,84,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,09LoS40_10,I11,11LoS6_3,G1,09LoS40_10,D7,09LoS40_10,A40,05LoS22_6,L4,11LoS6_3,Z3,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R1_I11_G1,D7_A40_L4_Z3,K1_R1_I11_G1_D7_A40_L4_Z3,B. canariense
09LoS40_2,77,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,09LoS40_1,D33,09LoS40_2,A35,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D33_A35_L1_Z1,K1_R1_I1_G1_D33_A35_L1_Z1,B. canariense
09LoS40_3,45,19AcHe316.1.1,K1,05LoS3_3,R4,11LoS19_10,I9,11LoS6_3,G1,11LoS20_3,D18,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R4_I9_G1,D18_A1_L1_Z1,K1_R4_I9_G1_D18_A1_L1_Z1,B. canariense
09LoS40_4,78,19AcHe316.1.1,K1,05LoS2_3,R14,11LoS24_1,I1,11LoS6_3,G1,09LoS40_1,D33,09LoS40_4,A36,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R14_I1_G1,D33_A36_L1_Z1,K1_R14_I1_G1_D33_A36_L1_Z1,B. canariense
09LoS40_5,79,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,09LoS36_2,D21,19AcD280.1.1,A37,09LoS40_5,L19,19AcS142.2.1,Z6,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R1_I3_G1,D21_A37_L19_Z6,K1_R1_I3_G1_D21_A37_L19_Z6,B. canariense
09LoS40_6,80,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,09LoS40_6,A38,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R1_I1_G1,D8_A38_L7_Z1,K1_R1_I1_G1_D8_A38_L7_Z1,B. canariense
09LoS40_7,81,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,05LoS16_3,G4,09LoS40_7,D34,19AcGLB10.1.1,A1,CW11,L20,11LoS7_2,Z1,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R1_I3_G4,D34_A1_L20_Z1,K1_R1_I3_G4_D34_A1_L20_Z1,B. canariense
09LoS40_8,82,19AcHe316.1.1,K1,05LoS13_4,R2,19AcPa283.1.1,I10,11LoS6_3,G1,11LoS6_3,D1,09LoS40_4,A36,05LoS16_8,L1,09LoS40_8,Z14,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R2_I10_G1,D1_A36_L1_Z14,K1_R2_I10_G1_D1_A36_L1_Z14,B. canariense
09LoS40_9,83,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS23_10,I3,11LoS6_3,G1,09LoS36_2,D21,09LoS40_9,A39,09LoS40_5,L19,19AcS142.2.1,Z6,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R2_I3_G1,D21_A39_L19_Z6,K1_R2_I3_G1_D21_A39_L19_Z6,B. canariense
09LoS41_2,85,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,09LoS41_2,I12,11LoS6_3,G1,09LoS41_2,D35,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,MOT,33.8052,-117.25765,A. strigosus,Bradyrhizobium,NA,K1_R1_I12_G1,D35_A1_L1_Z1,K1_R1_I12_G1_D35_A1_L1_Z1,B. canariense
